País de nacimiento;Grupo quinquenal de edad;Sexo;Periodo;Total
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2012;288
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2011;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2011;286
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2011;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2011;285
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2010;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2010;299
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2010;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2010;307
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2009;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2009;316
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2009;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2009;314
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2008;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2008;314
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2008;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2008;311
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2007;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2007;296
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2007;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2007;277
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2006;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2006;261
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2006;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2006;246
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2005;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2005;230
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2005;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2005;215
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2004;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2004;190
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2004;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2004;177
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2003;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2003;163
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2003;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2003;148
Otro país de Sudamérica;Todas las edades;Total;1 de octubre de 2002;""
Otro país de Sudamérica;Todas las edades;Total;1 de julio de 2002;135
Otro país de Sudamérica;Todas las edades;Total;1 de abril de 2002;""
Otro país de Sudamérica;Todas las edades;Total;1 de enero de 2002;124
Asia;Todas las edades;Total;1 de enero de 2025;616.222
Asia;Todas las edades;Total;1 de octubre de 2024;600.730
Asia;Todas las edades;Total;1 de julio de 2024;583.254
Asia;Todas las edades;Total;1 de abril de 2024;573.097
Asia;Todas las edades;Total;1 de enero de 2024;567.391
Asia;Todas las edades;Total;1 de octubre de 2023;559.404
Asia;Todas las edades;Total;1 de julio de 2023;548.786
Asia;Todas las edades;Total;1 de abril de 2023;542.588
Asia;Todas las edades;Total;1 de enero de 2023;534.877
Asia;Todas las edades;Total;1 de octubre de 2022;526.805
Asia;Todas las edades;Total;1 de julio de 2022;517.271
Asia;Todas las edades;Total;1 de abril de 2022;511.016
Asia;Todas las edades;Total;1 de enero de 2022;506.753
Asia;Todas las edades;Total;1 de octubre de 2021;505.790
Asia;Todas las edades;Total;1 de julio de 2021;499.464
Asia;Todas las edades;Total;1 de abril de 2021;499.346
Asia;Todas las edades;Total;1 de enero de 2021;499.121
Asia;Todas las edades;Total;1 de octubre de 2020;""
Asia;Todas las edades;Total;1 de julio de 2020;495.436
Asia;Todas las edades;Total;1 de abril de 2020;""
Asia;Todas las edades;Total;1 de enero de 2020;487.810
Asia;Todas las edades;Total;1 de octubre de 2019;""
Asia;Todas las edades;Total;1 de julio de 2019;467.930
Asia;Todas las edades;Total;1 de abril de 2019;""
Asia;Todas las edades;Total;1 de enero de 2019;452.241
Asia;Todas las edades;Total;1 de octubre de 2018;""
Asia;Todas las edades;Total;1 de julio de 2018;432.880
Asia;Todas las edades;Total;1 de abril de 2018;""
Asia;Todas las edades;Total;1 de enero de 2018;420.002
Asia;Todas las edades;Total;1 de octubre de 2017;""
Asia;Todas las edades;Total;1 de julio de 2017;403.789
Asia;Todas las edades;Total;1 de abril de 2017;""
Asia;Todas las edades;Total;1 de enero de 2017;395.480
Asia;Todas las edades;Total;1 de octubre de 2016;""
Asia;Todas las edades;Total;1 de julio de 2016;386.003
Asia;Todas las edades;Total;1 de abril de 2016;""
Asia;Todas las edades;Total;1 de enero de 2016;379.457
Asia;Todas las edades;Total;1 de octubre de 2015;""
Asia;Todas las edades;Total;1 de julio de 2015;372.342
Asia;Todas las edades;Total;1 de abril de 2015;""
Asia;Todas las edades;Total;1 de enero de 2015;366.951
Asia;Todas las edades;Total;1 de octubre de 2014;""
Asia;Todas las edades;Total;1 de julio de 2014;363.456
Asia;Todas las edades;Total;1 de abril de 2014;""
Asia;Todas las edades;Total;1 de enero de 2014;361.951
Asia;Todas las edades;Total;1 de octubre de 2013;""
Asia;Todas las edades;Total;1 de julio de 2013;365.168
Asia;Todas las edades;Total;1 de abril de 2013;""
Asia;Todas las edades;Total;1 de enero de 2013;369.512
Asia;Todas las edades;Total;1 de octubre de 2012;""
Asia;Todas las edades;Total;1 de julio de 2012;370.623
Asia;Todas las edades;Total;1 de abril de 2012;""
Asia;Todas las edades;Total;1 de enero de 2012;370.686
Asia;Todas las edades;Total;1 de octubre de 2011;""
Asia;Todas las edades;Total;1 de julio de 2011;368.005
Asia;Todas las edades;Total;1 de abril de 2011;""
Asia;Todas las edades;Total;1 de enero de 2011;362.353
Asia;Todas las edades;Total;1 de octubre de 2010;""
Asia;Todas las edades;Total;1 de julio de 2010;352.491
Asia;Todas las edades;Total;1 de abril de 2010;""
Asia;Todas las edades;Total;1 de enero de 2010;343.684
Asia;Todas las edades;Total;1 de octubre de 2009;""
Asia;Todas las edades;Total;1 de julio de 2009;337.490
Asia;Todas las edades;Total;1 de abril de 2009;""
Asia;Todas las edades;Total;1 de enero de 2009;327.057
Asia;Todas las edades;Total;1 de octubre de 2008;""
Asia;Todas las edades;Total;1 de julio de 2008;311.792
Asia;Todas las edades;Total;1 de abril de 2008;""
Asia;Todas las edades;Total;1 de enero de 2008;290.617
Asia;Todas las edades;Total;1 de octubre de 2007;""
Asia;Todas las edades;Total;1 de julio de 2007;271.284
Asia;Todas las edades;Total;1 de abril de 2007;""
Asia;Todas las edades;Total;1 de enero de 2007;255.860
Asia;Todas las edades;Total;1 de octubre de 2006;""
Asia;Todas las edades;Total;1 de julio de 2006;245.007
Asia;Todas las edades;Total;1 de abril de 2006;""
Asia;Todas las edades;Total;1 de enero de 2006;233.201
Asia;Todas las edades;Total;1 de octubre de 2005;""
Asia;Todas las edades;Total;1 de julio de 2005;220.197
Asia;Todas las edades;Total;1 de abril de 2005;""
Asia;Todas las edades;Total;1 de enero de 2005;197.075
Asia;Todas las edades;Total;1 de octubre de 2004;""
Asia;Todas las edades;Total;1 de julio de 2004;175.295
Asia;Todas las edades;Total;1 de abril de 2004;""
Asia;Todas las edades;Total;1 de enero de 2004;157.860
Asia;Todas las edades;Total;1 de octubre de 2003;""
Asia;Todas las edades;Total;1 de julio de 2003;143.859
Asia;Todas las edades;Total;1 de abril de 2003;""
Asia;Todas las edades;Total;1 de enero de 2003;128.989
Asia;Todas las edades;Total;1 de octubre de 2002;""
Asia;Todas las edades;Total;1 de julio de 2002;113.880
Asia;Todas las edades;Total;1 de abril de 2002;""
Asia;Todas las edades;Total;1 de enero de 2002;98.034
Bangladesh;Todas las edades;Total;1 de enero de 2025;25.883
Bangladesh;Todas las edades;Total;1 de octubre de 2024;24.035
Bangladesh;Todas las edades;Total;1 de julio de 2024;22.681
Bangladesh;Todas las edades;Total;1 de abril de 2024;21.995
Bangladesh;Todas las edades;Total;1 de enero de 2024;21.416
Bangladesh;Todas las edades;Total;1 de octubre de 2023;20.867
Bangladesh;Todas las edades;Total;1 de julio de 2023;20.287
Bangladesh;Todas las edades;Total;1 de abril de 2023;19.792
Bangladesh;Todas las edades;Total;1 de enero de 2023;19.162
Bangladesh;Todas las edades;Total;1 de octubre de 2022;19.005
Bangladesh;Todas las edades;Total;1 de julio de 2022;18.649
Bangladesh;Todas las edades;Total;1 de abril de 2022;18.248
Bangladesh;Todas las edades;Total;1 de enero de 2022;18.019
Bangladesh;Todas las edades;Total;1 de octubre de 2021;18.393
Bangladesh;Todas las edades;Total;1 de julio de 2021;18.354
Bangladesh;Todas las edades;Total;1 de abril de 2021;18.562
Bangladesh;Todas las edades;Total;1 de enero de 2021;18.671
Bangladesh;Todas las edades;Total;1 de octubre de 2020;""
Bangladesh;Todas las edades;Total;1 de julio de 2020;18.278
Bangladesh;Todas las edades;Total;1 de abril de 2020;""
Bangladesh;Todas las edades;Total;1 de enero de 2020;17.730
Bangladesh;Todas las edades;Total;1 de octubre de 2019;""
Bangladesh;Todas las edades;Total;1 de julio de 2019;16.888
Bangladesh;Todas las edades;Total;1 de abril de 2019;""
Bangladesh;Todas las edades;Total;1 de enero de 2019;15.753
Bangladesh;Todas las edades;Total;1 de octubre de 2018;""
Bangladesh;Todas las edades;Total;1 de julio de 2018;14.585
Bangladesh;Todas las edades;Total;1 de abril de 2018;""
Bangladesh;Todas las edades;Total;1 de enero de 2018;13.568
Bangladesh;Todas las edades;Total;1 de octubre de 2017;""
Bangladesh;Todas las edades;Total;1 de julio de 2017;12.722
Bangladesh;Todas las edades;Total;1 de abril de 2017;""
Bangladesh;Todas las edades;Total;1 de enero de 2017;11.898
Bangladesh;Todas las edades;Total;1 de octubre de 2016;""
Bangladesh;Todas las edades;Total;1 de julio de 2016;11.359
Bangladesh;Todas las edades;Total;1 de abril de 2016;""
Bangladesh;Todas las edades;Total;1 de enero de 2016;10.909
Bangladesh;Todas las edades;Total;1 de octubre de 2015;""
Bangladesh;Todas las edades;Total;1 de julio de 2015;10.674
Bangladesh;Todas las edades;Total;1 de abril de 2015;""
Bangladesh;Todas las edades;Total;1 de enero de 2015;10.360
Bangladesh;Todas las edades;Total;1 de octubre de 2014;""
Bangladesh;Todas las edades;Total;1 de julio de 2014;10.475
Bangladesh;Todas las edades;Total;1 de abril de 2014;""
Bangladesh;Todas las edades;Total;1 de enero de 2014;10.487
Bangladesh;Todas las edades;Total;1 de octubre de 2013;""
Bangladesh;Todas las edades;Total;1 de julio de 2013;10.784
Bangladesh;Todas las edades;Total;1 de abril de 2013;""
Bangladesh;Todas las edades;Total;1 de enero de 2013;11.051
Bangladesh;Todas las edades;Total;1 de octubre de 2012;""
Bangladesh;Todas las edades;Total;1 de julio de 2012;11.244
Bangladesh;Todas las edades;Total;1 de abril de 2012;""
Bangladesh;Todas las edades;Total;1 de enero de 2012;11.063
Bangladesh;Todas las edades;Total;1 de octubre de 2011;""
Bangladesh;Todas las edades;Total;1 de julio de 2011;10.981
Bangladesh;Todas las edades;Total;1 de abril de 2011;""
Bangladesh;Todas las edades;Total;1 de enero de 2011;11.012
Bangladesh;Todas las edades;Total;1 de octubre de 2010;""
Bangladesh;Todas las edades;Total;1 de julio de 2010;10.798
Bangladesh;Todas las edades;Total;1 de abril de 2010;""
Bangladesh;Todas las edades;Total;1 de enero de 2010;10.529
Bangladesh;Todas las edades;Total;1 de octubre de 2009;""
Bangladesh;Todas las edades;Total;1 de julio de 2009;10.161
Bangladesh;Todas las edades;Total;1 de abril de 2009;""
Bangladesh;Todas las edades;Total;1 de enero de 2009;9.427
Bangladesh;Todas las edades;Total;1 de octubre de 2008;""
Bangladesh;Todas las edades;Total;1 de julio de 2008;8.820
Bangladesh;Todas las edades;Total;1 de abril de 2008;""
Bangladesh;Todas las edades;Total;1 de enero de 2008;8.071
Bangladesh;Todas las edades;Total;1 de octubre de 2007;""
Bangladesh;Todas las edades;Total;1 de julio de 2007;7.245
Bangladesh;Todas las edades;Total;1 de abril de 2007;""
Bangladesh;Todas las edades;Total;1 de enero de 2007;6.712
Bangladesh;Todas las edades;Total;1 de octubre de 2006;""
Bangladesh;Todas las edades;Total;1 de julio de 2006;6.506
Bangladesh;Todas las edades;Total;1 de abril de 2006;""
Bangladesh;Todas las edades;Total;1 de enero de 2006;6.126
Bangladesh;Todas las edades;Total;1 de octubre de 2005;""
Bangladesh;Todas las edades;Total;1 de julio de 2005;5.615
Bangladesh;Todas las edades;Total;1 de abril de 2005;""
Bangladesh;Todas las edades;Total;1 de enero de 2005;4.687
Bangladesh;Todas las edades;Total;1 de octubre de 2004;""
Bangladesh;Todas las edades;Total;1 de julio de 2004;3.842
Bangladesh;Todas las edades;Total;1 de abril de 2004;""
Bangladesh;Todas las edades;Total;1 de enero de 2004;3.277
Bangladesh;Todas las edades;Total;1 de octubre de 2003;""
Bangladesh;Todas las edades;Total;1 de julio de 2003;2.830
Bangladesh;Todas las edades;Total;1 de abril de 2003;""
Bangladesh;Todas las edades;Total;1 de enero de 2003;2.462
Bangladesh;Todas las edades;Total;1 de octubre de 2002;""
Bangladesh;Todas las edades;Total;1 de julio de 2002;2.099
Bangladesh;Todas las edades;Total;1 de abril de 2002;""
Bangladesh;Todas las edades;Total;1 de enero de 2002;1.712
China;Todas las edades;Total;1 de enero de 2025;209.320
China;Todas las edades;Total;1 de octubre de 2024;206.066
China;Todas las edades;Total;1 de julio de 2024;201.887
China;Todas las edades;Total;1 de abril de 2024;199.961
China;Todas las edades;Total;1 de enero de 2024;198.805
China;Todas las edades;Total;1 de octubre de 2023;195.966
China;Todas las edades;Total;1 de julio de 2023;193.223
China;Todas las edades;Total;1 de abril de 2023;192.884
China;Todas las edades;Total;1 de enero de 2023;192.346
China;Todas las edades;Total;1 de octubre de 2022;191.814
China;Todas las edades;Total;1 de julio de 2022;190.270
China;Todas las edades;Total;1 de abril de 2022;189.823
China;Todas las edades;Total;1 de enero de 2022;189.700
China;Todas las edades;Total;1 de octubre de 2021;190.840
China;Todas las edades;Total;1 de julio de 2021;190.025
China;Todas las edades;Total;1 de abril de 2021;190.053
China;Todas las edades;Total;1 de enero de 2021;190.810
China;Todas las edades;Total;1 de octubre de 2020;""
China;Todas las edades;Total;1 de julio de 2020;190.179
China;Todas las edades;Total;1 de abril de 2020;""
China;Todas las edades;Total;1 de enero de 2020;189.324
China;Todas las edades;Total;1 de octubre de 2019;""
China;Todas las edades;Total;1 de julio de 2019;185.139
China;Todas las edades;Total;1 de abril de 2019;""
China;Todas las edades;Total;1 de enero de 2019;182.376
China;Todas las edades;Total;1 de octubre de 2018;""
China;Todas las edades;Total;1 de julio de 2018;177.538
China;Todas las edades;Total;1 de abril de 2018;""
China;Todas las edades;Total;1 de enero de 2018;175.207
China;Todas las edades;Total;1 de octubre de 2017;""
China;Todas las edades;Total;1 de julio de 2017;171.238
China;Todas las edades;Total;1 de abril de 2017;""
China;Todas las edades;Total;1 de enero de 2017;169.429
China;Todas las edades;Total;1 de octubre de 2016;""
China;Todas las edades;Total;1 de julio de 2016;166.605
China;Todas las edades;Total;1 de abril de 2016;""
China;Todas las edades;Total;1 de enero de 2016;164.797
China;Todas las edades;Total;1 de octubre de 2015;""
China;Todas las edades;Total;1 de julio de 2015;162.356
China;Todas las edades;Total;1 de abril de 2015;""
China;Todas las edades;Total;1 de enero de 2015;160.174
China;Todas las edades;Total;1 de octubre de 2014;""
China;Todas las edades;Total;1 de julio de 2014;158.877
China;Todas las edades;Total;1 de abril de 2014;""
China;Todas las edades;Total;1 de enero de 2014;158.535
China;Todas las edades;Total;1 de octubre de 2013;""
China;Todas las edades;Total;1 de julio de 2013;160.045
China;Todas las edades;Total;1 de abril de 2013;""
China;Todas las edades;Total;1 de enero de 2013;161.747
China;Todas las edades;Total;1 de octubre de 2012;""
China;Todas las edades;Total;1 de julio de 2012;162.789
China;Todas las edades;Total;1 de abril de 2012;""
China;Todas las edades;Total;1 de enero de 2012;163.727
China;Todas las edades;Total;1 de octubre de 2011;""
China;Todas las edades;Total;1 de julio de 2011;163.296
China;Todas las edades;Total;1 de abril de 2011;""
China;Todas las edades;Total;1 de enero de 2011;160.987
China;Todas las edades;Total;1 de octubre de 2010;""
China;Todas las edades;Total;1 de julio de 2010;158.091
China;Todas las edades;Total;1 de abril de 2010;""
China;Todas las edades;Total;1 de enero de 2010;154.917
China;Todas las edades;Total;1 de octubre de 2009;""
China;Todas las edades;Total;1 de julio de 2009;151.458
China;Todas las edades;Total;1 de abril de 2009;""
China;Todas las edades;Total;1 de enero de 2009;146.353
China;Todas las edades;Total;1 de octubre de 2008;""
China;Todas las edades;Total;1 de julio de 2008;138.877
China;Todas las edades;Total;1 de abril de 2008;""
China;Todas las edades;Total;1 de enero de 2008;127.802
China;Todas las edades;Total;1 de octubre de 2007;""
China;Todas las edades;Total;1 de julio de 2007;118.577
China;Todas las edades;Total;1 de abril de 2007;""
China;Todas las edades;Total;1 de enero de 2007;111.142
China;Todas las edades;Total;1 de octubre de 2006;""
China;Todas las edades;Total;1 de julio de 2006;105.267
China;Todas las edades;Total;1 de abril de 2006;""
China;Todas las edades;Total;1 de enero de 2006;98.811
China;Todas las edades;Total;1 de octubre de 2005;""
China;Todas las edades;Total;1 de julio de 2005;91.414
China;Todas las edades;Total;1 de abril de 2005;""
China;Todas las edades;Total;1 de enero de 2005;81.092
China;Todas las edades;Total;1 de octubre de 2004;""
China;Todas las edades;Total;1 de julio de 2004;69.559
China;Todas las edades;Total;1 de abril de 2004;""
China;Todas las edades;Total;1 de enero de 2004;59.992
China;Todas las edades;Total;1 de octubre de 2003;""
China;Todas las edades;Total;1 de julio de 2003;52.702
China;Todas las edades;Total;1 de abril de 2003;""
China;Todas las edades;Total;1 de enero de 2003;45.046
China;Todas las edades;Total;1 de octubre de 2002;""
China;Todas las edades;Total;1 de julio de 2002;37.815
China;Todas las edades;Total;1 de abril de 2002;""
China;Todas las edades;Total;1 de enero de 2002;31.233
Filipinas;Todas las edades;Total;1 de enero de 2025;60.756
Filipinas;Todas las edades;Total;1 de octubre de 2024;59.841
Filipinas;Todas las edades;Total;1 de julio de 2024;58.670
Filipinas;Todas las edades;Total;1 de abril de 2024;58.049
Filipinas;Todas las edades;Total;1 de enero de 2024;57.498
Filipinas;Todas las edades;Total;1 de octubre de 2023;56.810
Filipinas;Todas las edades;Total;1 de julio de 2023;55.852
Filipinas;Todas las edades;Total;1 de abril de 2023;55.467
Filipinas;Todas las edades;Total;1 de enero de 2023;54.807
Filipinas;Todas las edades;Total;1 de octubre de 2022;54.287
Filipinas;Todas las edades;Total;1 de julio de 2022;53.763
Filipinas;Todas las edades;Total;1 de abril de 2022;53.317
Filipinas;Todas las edades;Total;1 de enero de 2022;52.988
Filipinas;Todas las edades;Total;1 de octubre de 2021;52.711
Filipinas;Todas las edades;Total;1 de julio de 2021;52.324
Filipinas;Todas las edades;Total;1 de abril de 2021;52.270
Filipinas;Todas las edades;Total;1 de enero de 2021;52.120
Filipinas;Todas las edades;Total;1 de octubre de 2020;""
Filipinas;Todas las edades;Total;1 de julio de 2020;51.340
Filipinas;Todas las edades;Total;1 de abril de 2020;""
Filipinas;Todas las edades;Total;1 de enero de 2020;50.967
Filipinas;Todas las edades;Total;1 de octubre de 2019;""
Filipinas;Todas las edades;Total;1 de julio de 2019;49.730
Filipinas;Todas las edades;Total;1 de abril de 2019;""
Filipinas;Todas las edades;Total;1 de enero de 2019;48.818
Filipinas;Todas las edades;Total;1 de octubre de 2018;""
Filipinas;Todas las edades;Total;1 de julio de 2018;47.734
Filipinas;Todas las edades;Total;1 de abril de 2018;""
Filipinas;Todas las edades;Total;1 de enero de 2018;47.010
Filipinas;Todas las edades;Total;1 de octubre de 2017;""
Filipinas;Todas las edades;Total;1 de julio de 2017;45.851
Filipinas;Todas las edades;Total;1 de abril de 2017;""
Filipinas;Todas las edades;Total;1 de enero de 2017;45.235
Filipinas;Todas las edades;Total;1 de octubre de 2016;""
Filipinas;Todas las edades;Total;1 de julio de 2016;44.563
Filipinas;Todas las edades;Total;1 de abril de 2016;""
Filipinas;Todas las edades;Total;1 de enero de 2016;43.878
Filipinas;Todas las edades;Total;1 de octubre de 2015;""
Filipinas;Todas las edades;Total;1 de julio de 2015;43.091
Filipinas;Todas las edades;Total;1 de abril de 2015;""
Filipinas;Todas las edades;Total;1 de enero de 2015;42.413
Filipinas;Todas las edades;Total;1 de octubre de 2014;""
Filipinas;Todas las edades;Total;1 de julio de 2014;42.128
Filipinas;Todas las edades;Total;1 de abril de 2014;""
Filipinas;Todas las edades;Total;1 de enero de 2014;41.931
Filipinas;Todas las edades;Total;1 de octubre de 2013;""
Filipinas;Todas las edades;Total;1 de julio de 2013;41.922
Filipinas;Todas las edades;Total;1 de abril de 2013;""
Filipinas;Todas las edades;Total;1 de enero de 2013;41.802
Filipinas;Todas las edades;Total;1 de octubre de 2012;""
Filipinas;Todas las edades;Total;1 de julio de 2012;41.717
Filipinas;Todas las edades;Total;1 de abril de 2012;""
Filipinas;Todas las edades;Total;1 de enero de 2012;41.175
Filipinas;Todas las edades;Total;1 de octubre de 2011;""
Filipinas;Todas las edades;Total;1 de julio de 2011;40.569
Filipinas;Todas las edades;Total;1 de abril de 2011;""
Filipinas;Todas las edades;Total;1 de enero de 2011;39.947
Filipinas;Todas las edades;Total;1 de octubre de 2010;""
Filipinas;Todas las edades;Total;1 de julio de 2010;39.415
Filipinas;Todas las edades;Total;1 de abril de 2010;""
Filipinas;Todas las edades;Total;1 de enero de 2010;38.864
Filipinas;Todas las edades;Total;1 de octubre de 2009;""
Filipinas;Todas las edades;Total;1 de julio de 2009;38.088
Filipinas;Todas las edades;Total;1 de abril de 2009;""
Filipinas;Todas las edades;Total;1 de enero de 2009;36.673
Filipinas;Todas las edades;Total;1 de octubre de 2008;""
Filipinas;Todas las edades;Total;1 de julio de 2008;34.821
Filipinas;Todas las edades;Total;1 de abril de 2008;""
Filipinas;Todas las edades;Total;1 de enero de 2008;32.447
Filipinas;Todas las edades;Total;1 de octubre de 2007;""
Filipinas;Todas las edades;Total;1 de julio de 2007;30.371
Filipinas;Todas las edades;Total;1 de abril de 2007;""
Filipinas;Todas las edades;Total;1 de enero de 2007;28.812
Filipinas;Todas las edades;Total;1 de octubre de 2006;""
Filipinas;Todas las edades;Total;1 de julio de 2006;27.391
Filipinas;Todas las edades;Total;1 de abril de 2006;""
Filipinas;Todas las edades;Total;1 de enero de 2006;26.390
Filipinas;Todas las edades;Total;1 de octubre de 2005;""
Filipinas;Todas las edades;Total;1 de julio de 2005;25.653
Filipinas;Todas las edades;Total;1 de abril de 2005;""
Filipinas;Todas las edades;Total;1 de enero de 2005;24.602
Filipinas;Todas las edades;Total;1 de octubre de 2004;""
Filipinas;Todas las edades;Total;1 de julio de 2004;23.375
Filipinas;Todas las edades;Total;1 de abril de 2004;""
Filipinas;Todas las edades;Total;1 de enero de 2004;22.520
Filipinas;Todas las edades;Total;1 de octubre de 2003;""
Filipinas;Todas las edades;Total;1 de julio de 2003;21.735
Filipinas;Todas las edades;Total;1 de abril de 2003;""
Filipinas;Todas las edades;Total;1 de enero de 2003;20.656
Filipinas;Todas las edades;Total;1 de octubre de 2002;""
Filipinas;Todas las edades;Total;1 de julio de 2002;19.474
Filipinas;Todas las edades;Total;1 de abril de 2002;""
Filipinas;Todas las edades;Total;1 de enero de 2002;18.028
India;Todas las edades;Total;1 de enero de 2025;73.951
India;Todas las edades;Total;1 de octubre de 2024;71.369
India;Todas las edades;Total;1 de julio de 2024;68.319
India;Todas las edades;Total;1 de abril de 2024;66.567
India;Todas las edades;Total;1 de enero de 2024;65.799
India;Todas las edades;Total;1 de octubre de 2023;64.985
India;Todas las edades;Total;1 de julio de 2023;63.549
India;Todas las edades;Total;1 de abril de 2023;62.130
India;Todas las edades;Total;1 de enero de 2023;60.679
India;Todas las edades;Total;1 de octubre de 2022;59.039
India;Todas las edades;Total;1 de julio de 2022;57.746
India;Todas las edades;Total;1 de abril de 2022;56.681
India;Todas las edades;Total;1 de enero de 2022;56.315
India;Todas las edades;Total;1 de octubre de 2021;56.150
India;Todas las edades;Total;1 de julio de 2021;56.127
India;Todas las edades;Total;1 de abril de 2021;56.487
India;Todas las edades;Total;1 de enero de 2021;56.459
India;Todas las edades;Total;1 de octubre de 2020;""
India;Todas las edades;Total;1 de julio de 2020;55.615
India;Todas las edades;Total;1 de abril de 2020;""
India;Todas las edades;Total;1 de enero de 2020;54.338
India;Todas las edades;Total;1 de octubre de 2019;""
India;Todas las edades;Total;1 de julio de 2019;51.127
India;Todas las edades;Total;1 de abril de 2019;""
India;Todas las edades;Total;1 de enero de 2019;48.594
India;Todas las edades;Total;1 de octubre de 2018;""
India;Todas las edades;Total;1 de julio de 2018;45.290
India;Todas las edades;Total;1 de abril de 2018;""
India;Todas las edades;Total;1 de enero de 2018;42.753
India;Todas las edades;Total;1 de octubre de 2017;""
India;Todas las edades;Total;1 de julio de 2017;40.644
India;Todas las edades;Total;1 de abril de 2017;""
India;Todas las edades;Total;1 de enero de 2017;39.384
India;Todas las edades;Total;1 de octubre de 2016;""
India;Todas las edades;Total;1 de julio de 2016;38.144
India;Todas las edades;Total;1 de abril de 2016;""
India;Todas las edades;Total;1 de enero de 2016;37.227
India;Todas las edades;Total;1 de octubre de 2015;""
India;Todas las edades;Total;1 de julio de 2015;36.457
India;Todas las edades;Total;1 de abril de 2015;""
India;Todas las edades;Total;1 de enero de 2015;35.750
India;Todas las edades;Total;1 de octubre de 2014;""
India;Todas las edades;Total;1 de julio de 2014;35.250
India;Todas las edades;Total;1 de abril de 2014;""
India;Todas las edades;Total;1 de enero de 2014;34.972
India;Todas las edades;Total;1 de octubre de 2013;""
India;Todas las edades;Total;1 de julio de 2013;35.456
India;Todas las edades;Total;1 de abril de 2013;""
India;Todas las edades;Total;1 de enero de 2013;35.996
India;Todas las edades;Total;1 de octubre de 2012;""
India;Todas las edades;Total;1 de julio de 2012;36.338
India;Todas las edades;Total;1 de abril de 2012;""
India;Todas las edades;Total;1 de enero de 2012;36.432
India;Todas las edades;Total;1 de octubre de 2011;""
India;Todas las edades;Total;1 de julio de 2011;36.495
India;Todas las edades;Total;1 de abril de 2011;""
India;Todas las edades;Total;1 de enero de 2011;36.030
India;Todas las edades;Total;1 de octubre de 2010;""
India;Todas las edades;Total;1 de julio de 2010;35.727
India;Todas las edades;Total;1 de abril de 2010;""
India;Todas las edades;Total;1 de enero de 2010;35.223
India;Todas las edades;Total;1 de octubre de 2009;""
India;Todas las edades;Total;1 de julio de 2009;34.599
India;Todas las edades;Total;1 de abril de 2009;""
India;Todas las edades;Total;1 de enero de 2009;32.893
India;Todas las edades;Total;1 de octubre de 2008;""
India;Todas las edades;Total;1 de julio de 2008;31.118
India;Todas las edades;Total;1 de abril de 2008;""
India;Todas las edades;Total;1 de enero de 2008;28.901
India;Todas las edades;Total;1 de octubre de 2007;""
India;Todas las edades;Total;1 de julio de 2007;26.939
India;Todas las edades;Total;1 de abril de 2007;""
India;Todas las edades;Total;1 de enero de 2007;24.970
India;Todas las edades;Total;1 de octubre de 2006;""
India;Todas las edades;Total;1 de julio de 2006;23.930
India;Todas las edades;Total;1 de abril de 2006;""
India;Todas las edades;Total;1 de enero de 2006;22.489
India;Todas las edades;Total;1 de octubre de 2005;""
India;Todas las edades;Total;1 de julio de 2005;21.212
India;Todas las edades;Total;1 de abril de 2005;""
India;Todas las edades;Total;1 de enero de 2005;18.630
